Name,Segment,Phone,WhatsApp,Category,SearchArea,Address,Reviews,Priority,HasWebsiteOnMaps,Status,Notes
Solid u ltd,Hardware,+256752702117,https://wa.me/256752702117,Hardware store,Arua,"2WF6+PR6, Rhino Camp Rd",2,Low,no,,
Freka Hardware,Hardware,+256772325019,https://wa.me/256772325019,Building materials store,Mbarara,9MVG+C2C,2,Low,no,,
Davila Hardware Buchunku Road,Hardware,+256753187959,https://wa.me/256753187959,Hardware store,Mbarara,"9MV7+987, Bishop Willis Rd",2,Low,no,,
Jumalu Sons & Family Hardware,Hardware,+256704937832,https://wa.me/256704937832,Hardware store,Mbarara,"Rwentondo, Kakoba",2,Low,no,,
K- Prime general hardware kalerwe,Hardware,+256702946964,https://wa.me/256702946964,Building materials store,Kampala,"Gayaza-Kampala Rd, Kalerwe",2,Low,no,,
Triple M Gen Hardware,Hardware,+256758186091,https://wa.me/256758186091,Hardware store,Kampala,8HX3+GH3,2,Low,no,,
Radhe HARDWARE (U) Ltd.,Hardware,+256758953737,https://wa.me/256758953737,Hardware store,Kampala,9H66+6QW,2,Low,no,,
Muscle Hardware Stores,Hardware,+256707550000,https://wa.me/256707550000,Hardware store,Kampala,"Mbogo Road 1, Najjera",2,Low,no,,
Handy Hardware,Hardware,+256706434504,https://wa.me/256706434504,Hardware store,Kampala,"9JPV+QGG, Namugongo Road",2,Low,no,,
Kawete General Hardware,Hardware,+256706475071,https://wa.me/256706475071,Hardware store,Iganga,PFFG+VM7,2,Low,no,,
B&BP HARDWARE MUSITA,Hardware,+256703645389,https://wa.me/256703645389,Hardware store,Iganga,"Musita, Jinja-Tororo Rd",2,Low,no,,
New Navin Enterprises Ltd.,Plumbing,+256772422775,https://wa.me/256772422775,Hardware store,Mbarara,"9MV6+RGJ, Makhan singh street",22,High,no,,
Apollo Hardware,Plumbing,+256702195642,https://wa.me/256702195642,Hardware store,Jinja,"C6H7+P4J, Oboja Rd",20,High,no,,
Genius plumbing services and contractors,Plumbing,+256754351876,https://wa.me/256754351876,Plumber,Kampala,Bawalakata Rd,19,Medium,no,,
L.A house of plumbing,Plumbing,+256789097468,https://wa.me/256789097468,Plumber,Entebbe,,17,Medium,no,,
Lonas engineering works (U) ltd,Plumbing,+256770582617,https://wa.me/256770582617,Construction company,Jinja,"Busoga house, Main St",17,Medium,no,,
Barya Hardware,Plumbing,+256701530793,https://wa.me/256701530793,Hardware store,Mbarara,9MX7+288,13,Medium,no,,
Patwin plumbing solutions co.Ltd,Plumbing,+256757228801,https://wa.me/256757228801,Plumber,Kampala,near bahai temple,13,Medium,no,,
WAMPAMBA MODERN PLUMBERS,Plumbing,+256776616997,https://wa.me/256776616997,Plumber,Kampala,,7,Medium,no,,
Jemo Solutions Plumbing Store,Plumbing,+256787577983,https://wa.me/256787577983,Hardware store,Soroti,Market Ln,6,Medium,no,,
Klean plumbers Kampala Ug,Plumbing,+256701748090,https://wa.me/256701748090,Plumber,Kampala,,6,Medium,no,,
SJ CONSTRUCTIONS COMPANY LTD,Plumbing,+256701984034,https://wa.me/256701984034,Construction company,Entebbe,mayors gardens,6,Medium,no,,
STRUFIX CONTRACTORS (U) LTD,Plumbing,+256777702745,https://wa.me/256777702745,Construction company,Soroti,"Plot 8, Akisim Road",6,Medium,no,,
Ave Maria Hardware,Plumbing,+256785737081,https://wa.me/256785737081,Plumbing supply store,Fort Portal,Kahiju Fort Portal,5,Medium,no,,
BAWA PLUMBING SOLUTIONS JINJA CITY UGANDA,Plumbing,+256701035384,https://wa.me/256701035384,Plumber,Jinja,"Central Market, Alidina Rd",5,Medium,no,,
God's plan plumbing shop,Plumbing,+256781078628,https://wa.me/256781078628,Plumbing supply store,Mbarara,,5,Medium,no,,
TIM PLUMBERS,Plumbing,+256706775233,https://wa.me/256706775233,Plumber,Jinja,Entebbe road Kawuku-nakawuka road,5,Medium,no,,
AVAILABLE PLUMBERS UG,Plumbing,+256726050233,https://wa.me/256726050233,Plumber,Jinja,,4,Low,no,,
BUM PLUMBING AND WATER SYSTEMS COMPANY (U) LTD,Plumbing,+256706750821,https://wa.me/256706750821,Corporate office,Jinja,Pilkington Rd,4,Low,no,,
H & RAY PLUMBING CENTER,Plumbing,+256777106906,https://wa.me/256777106906,Hardware store,Fort Portal,mukitembe Road,4,Low,no,,
Biodigester Kings Uganda,Plumbing,+256757870378,https://wa.me/256757870378,Construction company,Entebbe,Kasenyi Road,3,Low,no,,
Bum Plumbing And Home Water Systems Co. (U) ltd,Plumbing,+256706032860,https://wa.me/256706032860,Water works,Jinja,8HXM+22M,3,Low,no,,
Geem Plumbing solutions,Plumbing,+256703644825,https://wa.me/256703644825,Plumber,Kampala,Ebenezer Cl,3,Low,no,,
JK NAPOLEON PLUMBING SOLUTIONS,Plumbing,+256741856326,https://wa.me/256741856326,Plumbing supply store,Jinja,Market Square Rd,3,Low,no,,
KANDE SENIOR PLUMBERS,Plumbing,+256752679920,https://wa.me/256752679920,Plumber,Entebbe,2FX7+6F8,3,Low,no,,
Master Plumbers,Plumbing,+256702446870,https://wa.me/256702446870,Plumber,Jinja,Namasuba Entebbe rd,3,Low,no,,
MUHOOLI PLUMBING SERVICES,Plumbing,+256708899021,https://wa.me/256708899021,Plumber,Kampala,Sentema Rd,3,Low,no,,
Ozarks Engineering Ltd,Plumbing,+256780947075,https://wa.me/256780947075,General contractor,Kampala,Kavulu Cl,3,Low,no,,
Cosmopolitan Engineering Services Limited,Plumbing,+256777555448,https://wa.me/256777555448,Construction company,Arua,Plot 12,2,Low,no,,
Cw plumbing services,Plumbing,+256787020621,https://wa.me/256787020621,Plumbing supply store,Kampala,bukasa zone,2,Low,no,,
Drainage Cleaning Plumbers Kampala,Plumbing,+256702869147,https://wa.me/256702869147,Training center,Jinja,Kampala Rd,2,Low,no,,
Five Star Plumbers Limited,Plumbing,+256778500575,https://wa.me/256778500575,Irrigation equipment supplier,Jinja,"Penn Station, 7th street",2,Low,no,,
Gestic Technical Services/Plumbers {GTS},Plumbing,+256703175061,https://wa.me/256703175061,Plumber,Mbarara,,2,Low,no,,
K51 plumbing solutions,Plumbing,+256755107451,https://wa.me/256755107451,Plumber,Kampala,Luwum St,2,Low,no,,
LOBE BUILDER'S POINT LIMITED (HARDWARE SHOP),Plumbing,+256759234998,https://wa.me/256759234998,Plumber,Kampala,Kamuli Rd,2,Low,no,,
NXT CONSTRUCTION COMPANY,Plumbing,+256786768872,https://wa.me/256786768872,Construction company,Entebbe,Bunono,2,Low,no,,
Plaza Plumbing Suppliers Ltd (Fortportal),Plumbing,+256759771784,https://wa.me/256759771784,Building materials supplier,Fort Portal,Bwamba Rd,2,Low,no,,
Plumbing World Kiteezi,Plumbing,+256757788413,https://wa.me/256757788413,Plumber,Jinja,,2,Low,no,,
RAYMON PLUMBING CONTRACTORS,Plumbing,+256702687033,https://wa.me/256702687033,Water works,Mbarara,Mbarara and country wide,2,Low,no,,
Smart plumbers and water solution ltd,Plumbing,+256751474537,https://wa.me/256751474537,Plumber,Jinja,NDEJJE LUFUKA,2,Low,no,,
V& S Plumbers,Plumbing,+256750485062,https://wa.me/256750485062,Plumber,Kampala,1800 Namilyango Rd,2,Low,no,,
WATERPOL PLUMBING SERVICES LTD,Plumbing,+256753884041,https://wa.me/256753884041,Plumbing supply store,Jinja,Nabugabo Road,2,Low,no,,
Wilbert Hardware And Interior Designers,Plumbing,+256778304640,https://wa.me/256778304640,Hardware store,Mbarara,Cleveland road Mbarara City North,2,Low,no,,
Zimshafpy plumber,Plumbing,+256701147495,https://wa.me/256701147495,Plumber,Jinja,,2,Low,no,,
Alemaant investments ltd,Plumbing,+256757714864,https://wa.me/256757714864,General contractor,Jinja,Cathedral road Bugembe,1,Low,no,,
Apex proficient plumbing and irregation services,Plumbing,+256702291176,https://wa.me/256702291176,Appliance parts supplier,Kampala,"office road, Bweyogere kiringa @ wakiso, Kito LC 1 Rd",1,Low,no,,
Capital Plumbers U Ltd,Plumbing,+256752891167,https://wa.me/256752891167,Plumber,Jinja,Mawanda Road Kamwokya,1,Low,no,,
Cream General and Technical Services Ltd.,Plumbing,+256779549211,https://wa.me/256779549211,Construction company,Mbarara,"Plot 49, Kitunzi, Kakyeka Rd",1,Low,no,,
Crew engineering services ltd,Plumbing,+256702590747,https://wa.me/256702590747,Plumber,Mbarara,,1,Low,no,,
Flux engineering and technical services,Plumbing,+256751835670,https://wa.me/256751835670,Plumber,Mukono,Mukono,1,Low,no,,
H2O plumbers.ug,Plumbing,+256744532297,https://wa.me/256744532297,Plumber,Kampala,kitunzi,1,Low,no,,
IDEAL PLUMBERS CO LTD,Plumbing,+256755284850,https://wa.me/256755284850,Plumber,Kampala,Kasangati Road Near Kira Roundabout,1,Low,no,,
Induct Amptech Limited,Plumbing,+256753863490,https://wa.me/256753863490,Construction company,Jinja,Main St,1,Low,no,,
JAMES PLUMBERS,Plumbing,+256700915478,https://wa.me/256700915478,Plumbing supply store,Kampala,Kikajjo Rd,1,Low,no,,
JJ PLUMBING SERVICES,Plumbing,+256708400706,https://wa.me/256708400706,Plumber,Kampala,,1,Low,no,,
Kamuli Sustainable Energy Company Limited (KASECO),Plumbing,+256787239052,https://wa.me/256787239052,Plumber,Jinja,,1,Low,no,,
KASIM PLUMBING SERVICES LTD,Plumbing,+256756256495,https://wa.me/256756256495,Plumber,Kampala,KIWANGA,1,Low,no,,
"Kiasan Tech & Plumbing ""U"" Ltd",Plumbing,+256701913438,https://wa.me/256701913438,Plumber,Kampala,"opposite vivo energies, Eighth St",1,Low,no,,
Kyeyune Plumbing Hardware,Plumbing,+256783064507,https://wa.me/256783064507,Plumber,Kampala,,1,Low,no,,
Mahad Plumbing Services,Plumbing,+256703434980,https://wa.me/256703434980,Plumbing supply store,Kampala,Jambula,1,Low,no,,
Mahi Plumbing Suppliers Ltd,Plumbing,+256709163159,https://wa.me/256709163159,Hardware store,Jinja,14a Kibira Rd,1,Low,no,,
MAMERI WILS ENGINEERING LTD,Plumbing,+256776829918,https://wa.me/256776829918,Construction company,Gulu,Q7FQ+P7,1,Low,no,,
Mini Price Interiors,Plumbing,+256747578338,https://wa.me/256747578338,Plumbing supply store,Mbarara,Mackansigh St,1,Low,no,,
Mugish Art Point Services,Plumbing,+256782537418,https://wa.me/256782537418,Construction company,Arua,Rhino Camp Rd,1,Low,no,,
OM GENERAL HARDWARE LTD,Plumbing,+256706292920,https://wa.me/256706292920,Plumbing supply store,Mukono,Namanve Industrial Park,1,Low,no,,
Omillan multi- services ltd,Plumbing,+256706089000,https://wa.me/256706089000,Construction company,Jinja,Gokhale Rd,1,Low,no,,
Painter's and Plumber's world,Plumbing,+256772864949,https://wa.me/256772864949,Home builder,Jinja,8G9R+3P6,1,Low,no,,
Steamfitterplumbers co.ltd,Plumbing,+256756872100,https://wa.me/256756872100,Plumber,Kampala,kitunzi,1,Low,no,,
STS WATER SOLUTIONS,Plumbing,+256702892059,https://wa.me/256702892059,Plumber,Kampala,,1,Low,no,,
Surefix Plumbers ug,Plumbing,+256789855237,https://wa.me/256789855237,Plumber,Kampala,Bulabira Rd,1,Low,no,,
Twoplex Design and Construction Ltd,Plumbing,+256789613991,https://wa.me/256789613991,Construction company,Gulu,,1,Low,no,,
William Plumbing Corner,Plumbing,+256776352307,https://wa.me/256776352307,Plumbing supply store,Jinja,Kampala Trade Center Building,1,Low,no,,
Willis plumbing solutions,Plumbing,+256787882779,https://wa.me/256787882779,Plumber,Jinja,Bugema,1,Low,no,,
24HOURS PLUMBING,Plumbing,+256775192751,https://wa.me/256775192751,Plumber,Jinja,,0,Low,no,,
ARTEMIS WORKS UG LTD,Plumbing,+256772504301,https://wa.me/256772504301,Plumbing supply store,Entebbe,,0,Low,no,,
Atuhwere Plumbers Ltd,Plumbing,+256789557576,https://wa.me/256789557576,Plumber,Kampala,,0,Low,no,,
BOKES PLUMBING HARDWARE,Plumbing,+256772292610,https://wa.me/256772292610,Plumbing supply store,Lira,Plot 24 Aroma Lane,0,Low,no,,
Brizzy plumbing company,Plumbing,+256757195824,https://wa.me/256757195824,Plumber,Kampala,,0,Low,no,,
BUM PLUMBING & WATER SYSTEMS Co. (U) Ltd,Plumbing,+256771690927,https://wa.me/256771690927,Corporate office,Mbarara,Pilkington Road,0,Low,no,,
Chap city plumbing solutions,Plumbing,+256756293282,https://wa.me/256756293282,Plumber,Entebbe,Lunnyo,0,Low,no,,
EBERAH,Plumbing,+256786990972,https://wa.me/256786990972,Handyman,Lira,Kirimbe north B,0,Low,no,,
Ediart creative solution,Plumbing,+256755695600,https://wa.me/256755695600,Construction company,Gulu,Acholi Rd,0,Low,no,,
EGONGA PLUMBING SOLUTIONS- IGANGA,Plumbing,+256759776500,https://wa.me/256759776500,Plumber,Iganga,"IGANGA- NAKALAMA, VIA TIRINYI ROAD",0,Low,no,,
Erycom Plumbing Services,Plumbing,+256787853377,https://wa.me/256787853377,Plumbing supply store,Jinja,,0,Low,no,,
EZEK CONTRACTORS LIMITED,Plumbing,+256785250276,https://wa.me/256785250276,Construction company,Tororo,"Osukuru along, Busia - Tororo",0,Low,no,,
F & J PLUMBERS UGANDA LTD,Plumbing,+256770303317,https://wa.me/256770303317,Civil engineering company,Mbarara,Bucunku Road,0,Low,no,,
Finest Plumbing Store,Plumbing,+256702727574,https://wa.me/256702727574,Store,Jinja,8H8J+3JH,0,Low,no,,
Fs plumbing services,Plumbing,+256781885696,https://wa.me/256781885696,Plumber,Jinja,,0,Low,no,,
Genesis Plumbing SOLNS,Plumbing,+256707092448,https://wa.me/256707092448,Plumber,Mbarara,,0,Low,no,,
Innovation plumbing shop,Plumbing,+256786772166,https://wa.me/256786772166,Plumber,Soroti,"Opposite police barracks, old bus park",0,Low,no,,
Jab Concepts Ltd,Plumbing,+256772054064,https://wa.me/256772054064,Construction company,Entebbe,Kampala Road,0,Low,no,,
JIM-TECH ENGINEERS' LTD,Plumbing,+256785984304,https://wa.me/256785984304,Construction company,Soroti,market,0,Low,no,,
JIMTEX MASTER PLUMBERS & BIO DIGESTER ENTEBBE,Plumbing,+256756034059,https://wa.me/256756034059,Plumber,Entebbe,Kabale Road,0,Low,no,,
Joseph plumbing and tiling solutions,Plumbing,+256780587031,https://wa.me/256780587031,Plumber,Kampala,Kakajjo,0,Low,no,,
Jvt expert plumbers,Plumbing,+256746314996,https://wa.me/256746314996,Engineering consultant,Entebbe,3F6F+X4W,0,Low,no,,
KAREVER PLUMBERS,Plumbing,+256752176664,https://wa.me/256752176664,Plumbing supply store,Entebbe,Bwerenga Rd,0,Low,no,,
Loyal plumbers Entebbe in,Plumbing,+256760385384,https://wa.me/256760385384,Plumber,Entebbe,Kampla Entebbe,0,Low,no,,
LUKANGA PLUMBING SERVICES,Plumbing,+256703414494,https://wa.me/256703414494,Plumber,Entebbe,Entebbe Rd - Kawuku - Nakawuka Rd,0,Low,no,,
Lule Ronald (plumbing services),Plumbing,+256782342014,https://wa.me/256782342014,Social services organization,Jinja,,0,Low,no,,
M & N PLUMBERS,Plumbing,+256706815515,https://wa.me/256706815515,Plumber,Entebbe,0000,0,Low,no,,
MAC'DONALDS HARDWARES,Plumbing,+256786593152,https://wa.me/256786593152,Plumbing supply store,Soroti,Popatlal road Solot avenue,0,Low,no,,
mass plumbing and tiles hardware lira,Plumbing,+256777882507,https://wa.me/256777882507,Plumbing supply store,Lira,Olwol Rd,0,Low,no,,
MatovuFrank,Plumbing,+256756984300,https://wa.me/256756984300,Plumber,Kampala,,0,Low,no,,
MIAH PLUMBING SERVICES,Plumbing,+256785410042,https://wa.me/256785410042,Plumber,Kampala,,0,Low,no,,
Misanvu Constructions & Works,Plumbing,+256759377292,https://wa.me/256759377292,Plumber,Entebbe,,0,Low,no,,
MJ CONSTRUCTION COMPANY,Plumbing,+256756639088,https://wa.me/256756639088,Construction company,Entebbe,Nkumba,0,Low,no,,
"Modern ceramics, Tiles & plumbing outlet",Plumbing,+256784130953,https://wa.me/256784130953,Plumber,Mbarara,,0,Low,no,,
Mubra Plumbing Solutions Ltd,Plumbing,+256753156261,https://wa.me/256753156261,Plumber,Jinja,,0,Low,no,,
MULTI STAR PLUMBERS,Plumbing,+256701809065,https://wa.me/256701809065,Plumbing supply store,Jinja,"9PF6+8CG, Bukerere Rd",0,Low,no,,
Mutaho civil and electrical engineering company ltd,Plumbing,+256772582608,https://wa.me/256772582608,Construction company,Mbarara,"Adit building, Mbarara - Masaka Rd",0,Low,no,,
Ngobya Technical Services,Plumbing,+256702324327,https://wa.me/256702324327,Plumber,Kampala,Kireka Kampala,0,Low,no,,
O' GUZI PLUMBING SOLUTIONS,Plumbing,+256786685628,https://wa.me/256786685628,Consultant,Lira,"LORO, Oyam Rd",0,Low,no,,
Palca plumbing shop,Plumbing,+256780141635,https://wa.me/256780141635,Plumbing supply store,Gulu,Bank Ln,0,Low,no,,
PATEK BER TRADERS,Plumbing,+256779938116,https://wa.me/256779938116,Plumbing supply store,Gulu,queens avenue,0,Low,no,,
Patrick plumbing solutions,Plumbing,+256703648473,https://wa.me/256703648473,Plumbing supply store,Entebbe,Busambaga Rd,0,Low,no,,
Perez Excel Plumbing Shop and Services,Plumbing,+256789531815,https://wa.me/256789531815,Plumbing supply store,Mbarara,Kiyanja Kamukuzi Division,0,Low,no,,
PIUSTIC CONSTRUCTION AND COMPOUND DESIGNERS,Plumbing,+256776408470,https://wa.me/256776408470,Construction company,Mbarara,Ankole and surrounding regions,0,Low,no,,
Plop Plumbing Services,Plumbing,+256708137223,https://wa.me/256708137223,Plumber,Entebbe,,0,Low,no,,
PLUMBER'S JOY STORE,Plumbing,+256772508657,https://wa.me/256772508657,Home builder,Jinja,central ring road,0,Low,no,,
PLUMBERS ARENA,Plumbing,+256753119807,https://wa.me/256753119807,Plumbing supply store,Jinja,"Mukono, Jinja road seeta",0,Low,no,,
PrimeLine Plumbing,Plumbing,+256790897090,https://wa.me/256790897090,Plumbing supply store,Jinja,"Namugongo, 25625",0,Low,no,,
Quality plumbers Kampala Uganda,Plumbing,+256760703005,https://wa.me/256760703005,Plumbing supply store,Jinja,"9JV6+576, Kungu Road",0,Low,no,,
Quality Plumbing Shop,Plumbing,+256704238268,https://wa.me/256704238268,Plumber,Mbarara,,0,Low,no,,
Quantum Infrastructure Consultants,Plumbing,+256773929101,https://wa.me/256773929101,Plumber,Gulu,,0,Low,no,,
Shafik plumbing services kyegegwa,Plumbing,+256777135251,https://wa.me/256777135251,Plumbing supply store,Fort Portal,Kyegegwa,0,Low,no,,
Sight two business link,Plumbing,+256752584861,https://wa.me/256752584861,Plumber,Iganga,,0,Low,no,,
Sj classy plumbers,Plumbing,+256759597946,https://wa.me/256759597946,Plumber,Jinja,,0,Low,no,,
Smart Choice Plumber,Plumbing,+256759427714,https://wa.me/256759427714,Plumber,Jinja,"Kakoola, Ndejje Rd",0,Low,no,,
SmartLink infrastructure and utilities,Plumbing,+256766051267,https://wa.me/256766051267,Plumber,Entebbe,Lulongo buwaya Katabi,0,Low,no,,
Smith Construction Consultancy Agency,Plumbing,+256700304212,https://wa.me/256700304212,Construction company,Entebbe,"Nkumba, Kasenyi Road",0,Low,no,,
Sovy Engineering works,Plumbing,+256774620255,https://wa.me/256774620255,Plumber,Lira,,0,Low,no,,
Ssenyonyi Graceline Construction Ltd,Plumbing,+256751500791,https://wa.me/256751500791,Construction company,Entebbe,Entebbe Division B,0,Low,no,,
Ssozi construction and plumbing company ltd,Plumbing,+256789161721,https://wa.me/256789161721,Construction company,Entebbe,Kawuku Entebbe road,0,Low,no,,
Tile fixers Entebbe,Plumbing,+256755022242,https://wa.me/256755022242,Plumber,Entebbe,,0,Low,no,,
Timo plumbing services,Plumbing,+256703833469,https://wa.me/256703833469,Construction company,Kampala,bombay Kirinya-Bukasa Road,0,Low,no,,
Tonka Construction Company Limited,Plumbing,+256752501512,https://wa.me/256752501512,Construction company,Jinja,"C6M7+R28, Main St",0,Low,no,,
Trust plumbing service center,Plumbing,+256705719437,https://wa.me/256705719437,Hardware store,Jinja,"Jinja, Iganga, Kaliro",0,Low,no,,
Tushak Technical Services Ltd,Plumbing,+256775001924,https://wa.me/256775001924,Construction company,Mbarara,"NYAMITANGA DIVISION, KATETE",0,Low,no,,
UgaFIX,Plumbing,+256756355785,https://wa.me/256756355785,Plumber,Jinja,,0,Low,no,,
